0.556,0.222,0.722,0.556,4.514,0.0,32.5,83.459,0
0.556,0.222,0.722,0.556,4.514,0.0,32.5,83.459,0
0.207,0.328,0.69,0.509,4.688,0.0,31.965,85.834,1
0.238,0.295,0.714,0.581,4.045,0.0,25.827,91.249,1
0.306,0.222,0.708,0.472,4.16,0.0,28.34,101.954,1
0.5,0.087,0.739,0.565,4.326,0.0,23.813,83.889,1
0.25,0.125,1.0,0.25,4.625,0.0,30.05,82.927,0
0.333,0.244,0.622,0.444,3.775,0.0,29.407,85.871,0
0.682,0.258,0.576,0.606,3.334,0.0,32.492,99.105,1
0.343,0.329,0.586,0.557,3.362,0.0,31.29,88.067,1
0.0,0.5,0.618,0.235,3.375,0.0,23.956,86.427,1
0.32,0.24,0.693,0.413,4.343,0.0,25.313,107.137,1
0.231,0.288,0.731,0.5,3.5,0.0,32.7,93.982,0
0.371,0.429,0.457,0.6,3.107,0.0,33.349,85.506,0
0.378,0.311,0.611,0.444,4.178,0.0,27.94,103.64,1
0.2,0.28,0.64,0.32,3.612,0.0,27.096,89.277,1
0.3,0.25,0.65,0.3,3.288,0.0,31.97,85.896,1
0.676,0.088,0.794,0.559,4.39,0.0,30.0,84.397,1
0.0,0.167,1.0,0.333,3.333,0.0,32.7,90.93,0
0.366,0.38,0.592,0.451,3.447,0.0,25.923,97.971,0
0.366,0.38,0.592,0.451,3.447,0.0,25.923,97.971,1
0.742,0.177,0.613,0.5,3.638,0.0,28.479,88.99,1
0.322,0.278,0.7,0.489,3.636,0.0,33.461,90.144,1
0.542,0.083,0.833,0.25,4.115,0.0,27.563,98.923,1
0.8,0.133,0.667,0.467,3.367,0.0,36.367,84.328,0
0.793,0.207,0.598,0.537,3.745,0.0,25.416,83.677,0
0.382,0.224,0.618,0.605,3.405,0.0,28.422,94.622,1
0.057,0.543,0.571,0.457,2.836,0.0,31.76,87.989,1
0.057,0.543,0.571,0.457,2.836,0.0,31.76,87.989,1
0.81,0.167,0.643,0.548,3.589,0.0,31.429,83.798,1
0.077,0.538,0.615,0.154,2.457,0.0,34.992,100.215,0
0.529,0.176,0.765,0.471,4.235,0.0,32.488,99.773,0
0.771,0.229,0.571,0.657,3.043,0.0,26.303,80.925,1
0.771,0.229,0.571,0.657,3.043,0.0,26.303,80.925,1
0.771,0.229,0.571,0.657,3.043,0.0,26.303,80.925,1
0.8,0.167,0.633,0.467,3.552,0.0,25.167,91.533,1
0.411,0.33,0.616,0.321,5.266,0.0,30.349,104.748,0
0.435,0.391,0.609,0.478,3.598,0.0,27.891,85.303,0
0.319,0.208,0.722,0.611,3.943,0.0,31.917,87.956,1
0.111,0.333,0.704,0.741,3.27,0.0,24.485,85.684,1
0.23,0.377,0.721,0.574,3.828,0.0,27.525,86.255,1
0.27,0.311,0.676,0.5,4.346,0.0,27.328,94.932,1
0.52,0.2,0.64,0.36,3.397,0.0,27.708,136.582,0
0.542,0.153,0.712,0.525,3.932,0.0,25.342,83.974,0
0.542,0.153,0.712,0.525,3.932,0.0,25.342,83.974,1
0.222,0.222,0.889,0.111,4.472,0.0,25.722,83.975,1
0.129,0.484,0.613,0.516,3.661,0.0,26.352,85.98,1
0.353,0.059,0.882,0.412,4.221,0.0,30.035,83.531,1
0.441,0.271,0.644,0.644,3.877,0.0,27.6,85.504,0
0.444,0.111,0.73,0.571,3.373,0.0,25.181,84.909,0
0.724,0.161,0.678,0.529,4.095,0.0,26.989,76.238,1
0.12,0.387,0.733,0.627,4.14,0.0,27.721,85.137,1
0.12,0.387,0.733,0.627,4.14,0.0,27.721,85.137,1
0.072,0.464,0.711,0.608,4.085,0.0,29.456,85.851,1
0.202,0.292,0.64,0.562,3.756,0.0,35.228,85.624,0
0.102,0.341,0.727,0.659,4.145,0.0,32.511,86.301,0
0.179,0.25,0.679,0.464,3.214,0.0,24.982,85.672,1
0.179,0.25,0.679,0.464,3.214,0.0,24.982,85.672,1
0.375,0.288,0.731,0.625,4.543,0.0,24.431,85.403,1
0.077,0.231,0.769,0.538,2.942,0.0,26.946,84.338,1
0.056,0.222,0.944,0.444,4.333,0.0,27.433,88.04,0
0.5,0.214,0.607,0.571,4.339,0.0,26.604,85.863,0
0.091,0.477,0.5,0.5,2.756,0.0,33.048,92.267,1
0.114,0.486,0.543,0.543,3.264,0.0,30.1,86.887,1
0.118,0.412,0.647,0.353,3.299,0.0,24.682,96.158,1
0.281,0.375,0.625,0.563,4.531,0.0,33.112,88.216,1
0.304,0.283,0.565,0.609,3.37,0.0,31.596,86.445,0
0.826,0.13,0.783,0.522,3.587,0.0,27.717,82.652,0
0.826,0.13,0.783,0.522,3.587,0.0,27.717,82.652,1
0.081,0.595,0.595,0.459,4.209,0.0,27.811,85.99,1
0.175,0.43,0.561,0.57,3.588,0.0,24.625,86.812,1
0.241,0.172,0.828,0.621,3.828,0.0,25.262,83.141,1
0.05,0.6,0.5,0.4,3.125,0.0,25.3,85.815,0
0.0,0.375,0.75,0.625,6.5,0.0,29.788,96.386,0
0.176,0.588,0.353,0.529,2.824,0.0,27.112,84.825,1
0.231,0.538,0.615,0.538,3.258,0.0,30.731,97.959,1
0.0,0.4,0.5,0.0,2.892,0.0,30.23,116.079,1
0.319,0.213,0.681,0.426,4.686,0.0,33.187,89.746,1
0.231,0.346,0.654,0.346,2.74,0.0,27.442,84.385,0
0.231,0.346,0.654,0.346,2.74,0.0,27.442,84.385,0
0.205,0.333,0.513,0.256,5.209,0.0,27.638,96.192,1
0.205,0.333,0.513,0.256,5.209,0.0,27.638,96.192,1
0.205,0.333,0.513,0.256,5.209,0.0,27.638,96.192,1
0.512,0.14,0.628,0.512,8.581,0.0,27.805,64.957,1
0.258,0.258,0.742,0.419,4.758,0.0,33.784,95.308,0
0.522,0.13,0.652,0.609,5.913,0.0,29.635,86.247,0
0.571,0.333,0.619,0.667,6.5,0.0,28.843,83.808,1
0.0,0.333,0.667,0.0,2.167,0.0,28.117,148.934,1
0.214,0.143,0.929,0.143,5.268,0.0,35.629,89.758,1
0.286,0.238,0.762,0.524,4.31,0.0,24.8,83.088,1
0.333,0.271,0.604,0.479,3.495,0.0,30.898,83.69,0
0.333,0.271,0.604,0.479,3.495,0.0,30.898,83.69,0
0.478,0.217,0.652,0.522,5.391,0.0,27.683,82.781,1
0.031,0.313,0.656,0.406,4.094,0.0,28.234,84.166,1
0.102,0.49,0.51,0.449,4.25,0.0,30.092,85.497,1
0.4,0.2,0.733,0.533,4.883,0.0,26.407,83.641,1
0.641,0.094,0.766,0.422,5.117,0.0,23.984,72.198,0
0.207,0.172,0.724,0.448,3.172,0.0,28.631,103.541,0
0.222,0.556,0.778,0.667,6.5,0.0,26.6,81.784,1
0.158,0.421,0.684,0.474,3.5,0.0,26.989,82.508,1
0.115,0.538,0.615,0.615,2.937,0.0,25.808,83.152,1
nan,nan,nan,nan,nan,nan,nan,nan,1
nan,nan,nan,nan,nan,nan,nan,nan,0
0.061,0.485,0.636,0.485,4.371,0.0,24.309,100.75,0
0.217,0.261,0.717,0.457,4.071,0.0,30.404,81.696,1
0.125,0.375,0.625,0.5,2.555,0.0,29.925,84.095,1
0.484,0.29,0.613,0.581,6.445,0.0,25.148,84.16,1
0.376,0.165,0.752,0.323,4.038,0.0,29.756,84.84,1
0.551,0.11,0.737,0.441,4.742,0.0,33.13,77.639,0
0.182,0.303,0.636,0.394,4.055,0.0,25.348,82.818,0
0.368,0.368,0.526,0.526,4.809,0.0,25.747,83.461,1
0.368,0.368,0.526,0.526,4.809,0.0,25.747,83.461,1
0.071,0.286,0.643,0.357,3.536,0.0,27.529,84.844,1
0.071,0.286,0.643,0.357,3.536,0.0,27.529,84.844,1
0.071,0.286,0.643,0.357,3.536,0.0,27.529,84.844,0
0.167,0.25,0.833,0.042,2.969,0.0,31.425,114.051,0
0.1,0.6,0.6,0.7,4.475,0.0,26.38,112.312,1
0.0,0.5,1.0,0.5,4.167,0.0,27.0,83.681,1
nan,nan,nan,nan,nan,nan,nan,nan,1
nan,nan,nan,nan,nan,nan,nan,nan,1
0.333,0.444,0.556,0.222,3.083,0.0,33.356,83.824,0
0.542,0.063,0.729,0.396,7.719,0.0,24.975,80.476,0
0.488,0.163,0.721,0.558,7.844,0.0,26.174,72.539,1
0.34,0.34,0.623,0.434,4.458,0.0,34.817,84.341,1
0.536,0.286,0.732,0.5,3.701,0.0,31.766,99.541,1
0.263,0.421,0.421,0.447,5.25,0.0,24.479,84.74,1
0.306,0.139,0.75,0.417,4.001,0.0,30.8,84.27,0
0.857,0.143,0.643,0.929,5.714,0.0,29.836,101.864,0
0.478,0.348,0.696,0.522,6.352,0.0,25.226,90.973,1
0.0,0.25,0.5,0.25,5.75,0.0,28.85,84.782,1
0.25,0.0,1.0,0.5,2.406,0.0,25.65,84.081,1
0.2,0.267,0.733,0.667,4.867,0.0,29.453,100.752,1
0.167,0.444,0.556,0.361,3.769,0.0,27.872,93.045,0
0.519,0.204,0.593,0.519,5.343,0.0,29.437,91.928,0
0.392,0.284,0.635,0.703,3.885,0.0,29.104,90.173,1
0.4,0.45,0.55,0.25,3.775,0.0,31.42,83.593,1
0.4,0.45,0.55,0.25,3.775,0.0,31.42,83.593,1
0.323,0.226,0.645,0.355,3.804,0.0,24.839,87.951,1
0.118,0.265,0.735,0.441,5.396,0.0,23.529,86.161,0
0.0,0.0,1.0,0.75,4.25,0.0,28.0,82.963,0
0.214,0.071,0.786,0.571,4.929,0.0,29.25,117.486,1
0.333,0.0,1.0,0.0,11.667,0.0,28.467,140.645,1
0.0,0.0,1.0,0.0,1.25,0.0,31.5,84.694,1
0.13,0.174,0.826,0.435,4.38,0.0,31.074,83.598,1
0.8,0.0,0.8,0.2,1.95,0.0,27.2,137.949,0
0.607,0.143,0.625,0.446,5.327,0.0,28.204,94.705,0
0.311,0.4,0.667,0.511,3.961,0.0,25.347,83.706,1
0.548,0.258,0.548,0.452,4.04,0.0,29.21,83.58,1
0.053,0.421,0.842,0.368,4.684,0.0,31.368,84.459,1
0.241,0.426,0.611,0.537,3.412,0.0,30.074,92.528,0
0.417,0.226,0.726,0.798,4.429,0.0,30.125,101.364,0
0.417,0.226,0.726,0.798,4.429,0.0,30.125,101.364,1
0.318,0.273,0.727,0.659,4.733,0.0,26.37,101.851,1
0.318,0.273,0.727,0.659,4.733,0.0,26.37,101.851,1
0.51,0.157,0.804,0.627,6.534,0.0,27.275,89.053,1
0.069,0.379,0.828,0.759,4.941,0.0,28.324,111.219,0
0.624,0.141,0.659,0.765,5.226,0.0,29.389,63.169,0
0.354,0.396,0.646,0.833,4.063,0.0,23.84,66.271,1
0.354,0.396,0.646,0.833,4.063,0.0,23.84,66.271,1
0.354,0.396,0.646,0.833,4.063,0.0,23.84,66.271,1
0.354,0.396,0.646,0.833,4.063,0.0,23.84,66.271,1
0.455,0.25,0.705,0.818,5.211,0.0,25.291,87.064,0
0.243,0.486,0.703,0.838,4.611,0.0,25.701,103.919,0
0.231,0.154,0.846,0.385,4.365,0.0,32.138,112.848,1
0.231,0.154,0.846,0.385,4.365,0.0,32.138,112.848,1
0.41,0.205,0.795,0.897,4.974,0.0,24.528,101.326,0
0.6,0.25,0.625,0.8,4.737,0.0,24.775,58.216,0
0.247,0.342,0.699,0.753,4.928,0.0,26.988,74.402,1
0.459,0.237,0.644,0.859,4.487,0.0,21.921,60.444,1
0.23,0.27,0.716,0.784,4.909,0.0,24.451,62.332,1
